class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season
e,4.11,f,t,n,f,d,f,o,6.46,7.69,b,t,o,u,,f,f,,d,a
e,4.21,x,t,n,f,d,f,o,5.49,6.59,s,t,w,u,,f,f,,d,w
e,4.2,f,t,n,f,d,d,o,6.11,7.94,r,t,o,u,,f,f,,d,a
e,3.97,f,t,n,f,d,f,o,6.29,7.38,z,t,w,p,,f,f,,d,a
e,3.66,f,t,n,f,d,f,o,5.58,7.26,b,t,o,p,,f,f,,d,a
e,3.89,f,t,n,f,d,f,o,5.95,7.98,r,t,o,p,,f,f,,d,w
e,4.13,x,t,n,f,d,c,o,6.31,7.52,z,t,w,p,,f,f,,d,w
e,3.74,x,t,n,f,d,f,o,6.08,7.28,b,t,o,p,,f,f,,d,a
e,4.07,x,t,n,f,d,f,o,5.94,6.23,e,t,w,p,,f,f,,d,w
e,4.03,f,t,n,f,d,d,o,6.61,8.62,r,t,w,u,,f,f,,d,w
e,3.83,f,t,n,f,d,c,o,5.72,6.36,r,t,w,p,,f,f,,d,w
e,3.58,f,t,n,f,d,f,o,5.96,6.8,b,t,o,p,,f,f,,d,a
e,3.44,f,t,n,f,d,d,o,5.88,7.27,u,t,w,u,,f,f,,d,w
e,4.25,f,t,n,f,d,c,o,6.21,7.85,u,t,w,p,,f,f,,d,w
e,4.01,x,t,n,f,d,d,o,6.08,7.6,u,t,o,u,,f,f,,d,a
e,3.69,x,t,n,f,d,d,o,5.78,6.98,b,t,o,p,,f,f,,d,w
e,3.88,x,t,n,f,d,d,o,5.85,8.13,b,t,o,u,,f,f,,d,w
e,4.02,f,t,n,f,d,c,o,6.21,7.47,e,t,o,p,,f,f,,d,a
e,4.19,f,t,n,f,d,c,o,5.82,7.53,z,t,w,p,,f,f,,d,a
e,4.09,x,t,n,f,d,d,o,5.93,6.45,z,t,o,u,,f,f,,d,w
e,3.92,x,t,n,f,d,c,o,5.75,7.1,r,t,o,p,,f,f,,d,a
e,4.09,x,t,n,f,d,c,o,5.82,7.13,s,t,o,u,,f,f,,d,w
e,4.16,f,t,n,f,d,d,o,6.47,8.07,c,t,w,p,,f,f,,d,w
e,4.24,x,t,n,f,d,c,o,5.98,6.68,c,t,w,p,,f,f,,d,a
e,4.61,f,t,n,f,d,f,o,6.31,9.48,e,t,w,u,,f,f,,d,w
e,4.21,f,t,n,f,d,f,o,6.58,9.85,u,t,o,u,,f,f,,d,a
e,4.36,f,t,n,f,d,c,o,6.76,9.32,b,t,o,u,,f,f,,d,a
e,4.36,x,t,n,f,d,f,o,6.3,8.0,b,t,o,u,,f,f,,d,w
e,3.58,x,t,n,f,d,f,o,5.77,7.54,b,t,o,u,,f,f,,d,a
e,4.25,f,t,n,f,d,d,o,6.46,8.98,c,t,w,p,,f,f,,d,a
e,4.66,f,t,n,f,d,c,o,6.4,8.19,s,t,o,u,,f,f,,d,a
e,3.84,f,t,n,f,d,f,o,5.66,6.42,r,t,w,u,,f,f,,d,a
e,3.76,f,t,n,f,d,f,o,5.61,6.74,b,t,w,u,,f,f,,d,a
e,3.82,f,t,n,f,d,d,o,5.01,6.8,e,t,w,p,,f,f,,d,a
e,4.56,x,t,n,f,d,f,o,6.27,8.04,b,t,o,p,,f,f,,d,w
e,4.66,x,t,n,f,d,c,o,6.63,8.76,c,t,o,p,,f,f,,d,w
e,3.81,x,t,n,f,d,c,o,5.92,6.83,b,t,o,u,,f,f,,d,w
e,3.96,x,t,n,f,d,f,o,5.91,8.02,e,t,w,p,,f,f,,d,a
e,3.44,f,t,n,f,d,f,o,5.75,7.83,z,t,w,u,,f,f,,d,w
e,4.02,f,t,n,f,d,f,o,5.93,8.11,e,t,w,u,,f,f,,d,a
e,3.73,f,t,n,f,d,f,o,5.49,5.71,b,t,w,p,,f,f,,d,a
e,3.95,f,t,n,f,d,c,o,6.61,8.4,e,t,o,u,,f,f,,d,w
e,3.38,x,t,n,f,d,f,o,5.26,6.58,b,t,w,u,,f,f,,d,a
e,5.05,x,t,n,f,d,f,o,6.65,9.18,r,t,w,p,,f,f,,d,w
e,4.44,f,t,n,f,d,d,o,6.69,9.96,c,t,o,u,,f,f,,d,a
e,3.95,f,t,n,f,d,f,o,5.69,7.81,c,t,o,p,,f,f,,d,w
e,3.87,x,t,n,f,d,f,o,5.97,7.06,e,t,o,p,,f,f,,d,a
e,4.07,x,t,n,f,d,c,o,5.73,8.27,c,t,o,u,,f,f,,d,a
e,4.19,f,t,n,f,d,d,o,6.03,7.28,c,t,w,p,,f,f,,d,w
e,4.16,x,t,n,f,d,c,o,5.72,7.73,c,t,w,u,,f,f,,d,a
e,3.97,x,t,n,f,d,c,o,6.14,7.7,u,t,w,u,,f,f,,d,w
e,3.6,f,t,n,f,d,d,o,5.68,7.16,z,t,w,u,,f,f,,d,w
e,4.09,x,t,n,f,d,f,o,6.03,6.87,z,t,w,p,,f,f,,d,w
e,3.59,x,t,n,f,d,c,o,5.79,6.82,z,t,o,p,,f,f,,d,w
e,3.91,f,t,n,f,d,d,o,6.1,7.15,e,t,o,p,,f,f,,d,w
e,3.95,x,t,n,f,d,f,o,6.22,7.17,s,t,o,p,,f,f,,d,w
e,3.62,f,t,n,f,d,d,o,5.41,7.51,b,t,o,p,,f,f,,d,w
e,4.33,f,t,n,f,d,d,o,6.29,8.36,u,t,w,u,,f,f,,d,w
e,4.05,x,t,n,f,d,f,o,6.33,8.37,c,t,w,p,,f,f,,d,w
e,4.22,f,t,n,f,d,f,o,6.4,8.14,c,t,w,u,,f,f,,d,w
e,4.62,f,t,n,f,d,d,o,6.13,8.79,s,t,w,p,,f,f,,d,w
e,3.98,x,t,n,f,d,c,o,6.01,7.35,r,t,o,u,,f,f,,d,w
e,3.47,f,t,n,f,d,f,o,5.83,8.24,e,t,o,p,,f,f,,d,w
e,4.2,x,t,n,f,d,d,o,6.17,9.04,s,t,o,u,,f,f,,d,a
e,3.44,x,t,n,f,d,f,o,5.28,5.72,u,t,w,p,,f,f,,d,a
e,4.05,f,t,n,f,d,f,o,6.09,7.74,s,t,w,p,,f,f,,d,w
e,3.92,x,t,n,f,d,c,o,5.75,6.6,c,t,w,u,,f,f,,d,w
e,3.96,f,t,n,f,d,c,o,6.38,8.05,s,t,w,p,,f,f,,d,w
e,4.22,f,t,n,f,d,f,o,6.46,9.21,u,t,o,u,,f,f,,d,w
e,4.37,x,t,n,f,d,c,o,6.6,8.68,e,t,o,p,,f,f,,d,w
e,3.98,f,t,n,f,d,c,o,6.15,7.06,r,t,o,p,,f,f,,d,w
e,4.64,x,t,n,f,d,f,o,6.04,7.12,s,t,w,p,,f,f,,d,w
e,4.35,x,t,n,f,d,d,o,6.03,7.08,b,t,o,u,,f,f,,d,a
e,3.78,x,t,n,f,d,f,o,5.24,5.25,u,t,o,u,,f,f,,d,a
e,3.88,f,t,n,f,d,c,o,6.17,7.51,c,t,w,u,,f,f,,d,a
e,4.19,x,t,n,f,d,c,o,5.72,7.29,e,t,o,u,,f,f,,d,a
e,3.88,f,t,n,f,d,f,o,5.66,7.67,z,t,o,u,,f,f,,d,w
e,4.22,f,t,n,f,d,c,o,6.53,8.73,e,t,o,u,,f,f,,d,w
e,4.34,f,t,n,f,d,d,o,6.34,7.92,u,t,w,u,,f,f,,d,a
e,4.07,f,t,n,f,d,f,o,6.15,7.23,b,t,w,p,,f,f,,d,a
e,4.04,x,t,n,f,d,f,o,6.03,5.99,s,t,w,u,,f,f,,d,w
e,4.06,f,t,n,f,d,f,o,5.87,7.7,z,t,o,u,,f,f,,d,w
e,4.42,f,t,n,f,d,d,o,5.42,6.74,b,t,w,p,,f,f,,d,a
e,3.78,f,t,n,f,d,f,o,5.75,6.99,c,t,o,u,,f,f,,d,w
e,4.18,x,t,n,f,d,c,o,5.99,7.85,c,t,o,p,,f,f,,d,w
e,3.78,x,t,n,f,d,d,o,5.76,7.22,u,t,o,u,,f,f,,d,w
e,3.5,f,t,n,f,d,d,o,5.68,5.98,e,t,w,u,,f,f,,d,w
e,4.09,f,t,n,f,d,c,o,6.09,8.3,c,t,w,p,,f,f,,d,w
e,4.32,x,t,n,f,d,f,o,5.63,7.01,b,t,w,u,,f,f,,d,w
e,4.51,x,t,n,f,d,c,o,6.35,7.94,s,t,o,u,,f,f,,d,w
e,4.26,x,t,n,f,d,f,o,6.14,7.21,r,t,o,u,,f,f,,d,a
e,3.98,x,t,n,f,d,f,o,5.47,6.64,u,t,o,u,,f,f,,d,a
e,4.28,f,t,n,f,d,d,o,6.74,9.23,e,t,w,u,,f,f,,d,w
e,4.36,f,t,n,f,d,d,o,5.81,6.63,b,t,w,u,,f,f,,d,a
e,3.8,f,t,n,f,d,c,o,6.1,8.29,z,t,w,p,,f,f,,d,a
e,4.42,f,t,n,f,d,d,o,6.56,8.7,s,t,o,u,,f,f,,d,a
e,3.96,f,t,n,f,d,f,o,5.9,7.37,z,t,o,p,,f,f,,d,a
e,3.82,x,t,n,f,d,f,o,5.81,8.46,u,t,w,p,,f,f,,d,w
e,3.9,f,t,n,f,d,d,o,6.35,8.64,e,t,o,p,,f,f,,d,a
e,4.01,f,t,n,f,d,c,o,5.98,6.55,z,t,w,u,,f,f,,d,w
e,3.62,f,t,n,f,d,f,o,5.91,8.08,c,t,o,p,,f,f,,d,a
e,4.06,x,t,n,f,d,f,o,6.04,6.9,e,t,w,u,,f,f,,d,a
e,3.71,f,t,n,f,d,d,o,5.34,7.43,e,t,o,u,,f,f,,d,a
e,4.14,f,t,n,f,d,f,o,5.99,8.34,z,t,o,p,,f,f,,d,a
e,4.18,x,t,n,f,d,c,o,5.61,8.46,z,t,w,u,,f,f,,d,w
e,3.6,f,t,n,f,d,d,o,6.43,7.23,s,t,w,p,,f,f,,d,w
e,4.18,x,t,n,f,d,d,o,5.89,7.23,e,t,o,p,,f,f,,d,a
e,4.05,x,t,n,f,d,f,o,6.33,7.44,r,t,w,p,,f,f,,d,w
e,4.85,f,t,n,f,d,d,o,5.82,7.91,s,t,o,u,,f,f,,d,a
e,4.35,f,t,n,f,d,d,o,6.04,7.79,r,t,w,p,,f,f,,d,w
e,4.79,x,t,n,f,d,f,o,6.5,8.58,e,t,o,u,,f,f,,d,a
e,4.29,x,t,n,f,d,d,o,6.59,8.34,b,t,w,u,,f,f,,d,a
e,3.99,f,t,n,f,d,c,o,6.19,8.04,c,t,o,u,,f,f,,d,w
e,3.97,x,t,n,f,d,c,o,5.84,7.26,s,t,w,u,,f,f,,d,a
e,4.62,x,t,n,f,d,f,o,6.4,7.95,r,t,w,p,,f,f,,d,a
e,4.28,f,t,n,f,d,f,o,6.74,9.15,r,t,w,p,,f,f,,d,w
e,4.17,f,t,n,f,d,f,o,5.73,7.51,r,t,w,u,,f,f,,d,a
e,3.91,f,t,n,f,d,d,o,6.22,6.49,u,t,w,p,,f,f,,d,a
e,3.7,f,t,n,f,d,f,o,6.12,7.69,e,t,o,p,,f,f,,d,a
e,4.54,f,t,n,f,d,f,o,6.17,8.51,b,t,w,u,,f,f,,d,w
e,4.06,x,t,n,f,d,c,o,6.4,8.79,c,t,o,u,,f,f,,d,a
e,3.97,f,t,n,f,d,f,o,6.41,8.48,e,t,w,p,,f,f,,d,a
e,4.39,x,t,n,f,d,d,o,6.49,8.56,b,t,w,u,,f,f,,d,w
e,4.17,f,t,n,f,d,f,o,5.82,6.82,r,t,w,p,,f,f,,d,a
e,3.69,x,t,n,f,d,c,o,5.99,7.14,s,t,o,u,,f,f,,d,a
e,3.88,x,t,n,f,d,d,o,6.0,6.96,r,t,o,u,,f,f,,d,a
e,3.85,f,t,n,f,d,f,o,6.11,7.48,e,t,o,u,,f,f,,d,a
e,4.04,f,t,n,f,d,f,o,5.96,7.12,u,t,o,p,,f,f,,d,a
e,3.66,x,t,n,f,d,d,o,5.48,7.08,u,t,o,p,,f,f,,d,a
e,4.23,f,t,n,f,d,f,o,6.3,8.19,e,t,w,u,,f,f,,d,a
e,3.97,x,t,n,f,d,d,o,5.54,6.85,e,t,o,p,,f,f,,d,a
e,3.94,f,t,n,f,d,d,o,6.23,7.28,z,t,o,u,,f,f,,d,a
e,4.31,f,t,n,f,d,f,o,6.03,9.09,b,t,w,p,,f,f,,d,w
e,3.8,f,t,n,f,d,f,o,6.13,7.85,c,t,w,p,,f,f,,d,w
e,4.1,x,t,n,f,d,d,o,6.11,7.22,b,t,w,p,,f,f,,d,w
e,4.42,f,t,n,f,d,c,o,6.15,7.88,s,t,w,u,,f,f,,d,w
e,4.33,f,t,n,f,d,d,o,5.99,7.38,s,t,w,u,,f,f,,d,w
e,3.45,x,t,n,f,d,d,o,5.82,6.59,r,t,w,u,,f,f,,d,a
e,4.11,x,t,n,f,d,c,o,6.24,7.17,z,t,w,u,,f,f,,d,w
e,3.87,f,t,n,f,d,c,o,5.77,6.8,s,t,o,u,,f,f,,d,w
e,3.93,f,t,n,f,d,d,o,5.81,7.51,e,t,w,p,,f,f,,d,a
e,3.68,f,t,n,f,d,d,o,5.92,6.25,b,t,w,p,,f,f,,d,a
e,4.49,f,t,n,f,d,c,o,6.01,7.16,r,t,w,u,,f,f,,d,w
e,3.64,f,t,n,f,d,c,o,5.58,7.08,z,t,w,u,,f,f,,d,a
e,4.69,x,t,n,f,d,d,o,6.59,8.8,z,t,w,u,,f,f,,d,a
e,3.38,f,t,n,f,d,f,o,5.55,7.8,e,t,w,p,,f,f,,d,w
e,3.74,x,t,n,f,d,d,o,5.27,6.41,z,t,w,p,,f,f,,d,a
e,3.54,f,t,n,f,d,c,o,6.18,6.78,e,t,o,p,,f,f,,d,w
e,7.39,s,e,y,f,a,c,w,6.59,15.88,s,,g,p,,f,f,,d,u
e,7.67,x,g,y,f,a,c,w,6.09,15.27,s,,w,p,,f,f,,d,w
e,5.66,f,t,y,f,a,c,w,4.78,12.64,z,,g,u,,f,f,,d,w
e,6.03,s,k,y,f,a,c,w,6.54,16.97,e,,w,u,,f,f,,d,a
e,8.1,s,l,y,f,a,c,w,5.38,13.56,u,,w,p,,f,f,,d,w
e,6.84,f,h,y,f,a,c,w,6.52,17.85,e,,w,u,,f,f,,d,a
e,5.54,x,s,y,f,a,c,w,6.01,15.04,b,,g,p,,f,f,,d,a
e,7.42,x,w,y,f,a,c,w,6.38,15.97,r,,w,u,,f,f,,d,w
e,8.15,x,w,y,f,a,c,w,6.94,16.56,e,,w,p,,f,f,,d,u
e,6.75,f,k,y,f,a,c,w,6.04,14.37,u,,w,u,,f,f,,d,w
e,6.86,x,l,y,f,a,c,w,5.15,13.06,e,,g,p,,f,f,,d,w
e,7.5,f,s,y,f,a,c,w,6.32,15.78,b,,g,u,,f,f,,d,a
e,7.06,s,s,y,f,a,c,w,5.84,16.86,u,,w,u,,f,f,,d,u
e,6.88,x,l,y,f,a,c,w,5.91,16.46,c,,w,u,,f,f,,d,a
e,7.02,f,t,y,f,a,c,w,7.16,15.86,s,,w,p,,f,f,,d,u
e,5.7,x,s,y,f,a,c,w,5.44,10.86,e,,w,u,,f,f,,d,a
e,6.49,s,l,y,f,a,c,w,6.45,16.78,c,,w,p,,f,f,,d,a
e,6.21,x,l,y,f,a,c,w,4.59,11.98,r,,w,p,,f,f,,d,a
e,8.1,f,w,y,f,a,c,w,6.49,16.87,u,,w,u,,f,f,,d,w
e,7.02,x,l,y,f,a,c,w,4.95,11.68,e,,w,p,,f,f,,d,a
e,7.57,f,k,y,f,a,c,w,5.36,14.94,z,,g,u,,f,f,,d,w
e,6.41,f,f,y,f,a,c,w,6.01,16.47,e,,w,u,,f,f,,d,a
e,6.95,s,g,y,f,a,c,w,7.6,20.04,s,,g,p,,f,f,,d,u
e,6.55,x,e,y,f,a,c,w,5.55,15.09,e,,w,p,,f,f,,d,a
e,8.46,s,w,y,f,a,c,w,6.57,16.33,r,,g,u,,f,f,,d,w
e,7.04,f,f,y,f,a,c,w,5.69,12.39,e,,w,u,,f,f,,d,a
e,6.03,s,t,y,f,a,c,w,6.49,15.02,u,,w,u,,f,f,,d,a
e,7.78,s,y,y,f,a,c,w,6.2,16.2,z,,w,u,,f,f,,d,u
e,7.25,f,t,y,f,a,c,w,5.36,14.75,z,,w,p,,f,f,,d,a
e,9.91,s,k,y,f,a,c,w,6.6,15.74,z,,g,u,,f,f,,d,u
e,8.46,x,l,y,f,a,c,w,6.89,18.11,r,,w,p,,f,f,,d,a
e,6.38,x,k,y,f,a,c,w,5.9,12.97,b,,w,u,,f,f,,d,u
e,8.36,f,t,y,f,a,c,w,5.58,14.76,b,,g,u,,f,f,,d,a
e,7.75,x,g,y,f,a,c,w,6.3,17.24,s,,w,u,,f,f,,d,a
e,7.23,s,f,y,f,a,c,w,6.31,16.59,b,,w,p,,f,f,,d,a
e,8.44,f,t,y,f,a,c,w,7.11,15.88,u,,w,u,,f,f,,d,w
e,6.86,f,s,y,f,a,c,w,6.54,15.07,b,,w,u,,f,f,,d,u
e,9.21,s,l,y,f,a,c,w,7.05,15.14,s,,g,p,,f,f,,d,a
e,7.19,s,k,y,f,a,c,w,6.36,15.32,c,,w,p,,f,f,,d,u
e,7.93,f,w,y,f,a,c,w,5.6,15.56,u,,g,p,,f,f,,d,a
e,6.14,x,s,y,f,a,c,w,5.33,14.6,c,,w,u,,f,f,,d,w
e,4.44,x,w,y,f,a,c,w,5.89,16.56,z,,g,p,,f,f,,d,u
e,6.8,s,s,y,f,a,c,w,5.5,13.82,z,,w,u,,f,f,,d,u
e,7.5,x,t,y,f,a,c,w,6.35,14.42,c,,w,u,,f,f,,d,w
e,7.13,s,t,y,f,a,c,w,5.43,16.61,e,,w,u,,f,f,,d,a
e,5.51,x,w,y,f,a,c,w,6.02,14.98,c,,g,p,,f,f,,d,w
e,6.45,s,l,y,f,a,c,w,6.23,18.45,b,,w,p,,f,f,,d,a
e,7.15,s,w,y,f,a,c,w,5.53,16.53,e,,g,p,,f,f,,d,a
e,5.46,s,y,y,f,a,c,w,6.02,13.08,b,,w,p,,f,f,,d,a
e,5.81,f,g,y,f,a,c,w,6.5,15.33,c,,g,p,,f,f,,d,w
e,7.26,x,s,y,f,a,c,w,6.23,15.87,u,,w,u,,f,f,,d,w
e,5.5,f,y,y,f,a,c,w,6.3,13.55,e,,g,u,,f,f,,d,a
e,5.14,x,s,y,f,a,c,w,5.11,11.29,e,,w,p,,f,f,,d,w
e,8.16,x,d,y,f,a,c,w,6.58,16.36,u,,g,u,,f,f,,d,w
e,7.33,s,h,y,f,a,c,w,5.73,15.47,e,,w,u,,f,f,,d,w
e,6.84,x,l,y,f,a,c,w,4.8,12.02,z,,g,p,,f,f,,d,u
e,6.76,f,y,y,f,a,c,w,5.79,13.7,r,,g,u,,f,f,,d,u
e,6.59,x,s,y,f,a,c,w,6.0,13.67,s,,g,p,,f,f,,d,u
e,6.62,s,e,y,f,a,c,w,5.65,14.9,c,,g,p,,f,f,,d,w
e,5.67,s,s,y,f,a,c,w,4.85,14.73,z,,w,u,,f,f,,d,w
e,7.95,x,w,y,f,a,c,w,6.49,15.18,z,,g,u,,f,f,,d,u
e,6.09,x,w,y,f,a,c,w,6.55,13.85,b,,g,p,,f,f,,d,u
e,6.31,x,h,y,f,a,c,w,4.71,13.22,e,,g,u,,f,f,,d,u
e,9.1,f,d,y,f,a,c,w,6.01,14.68,s,,g,p,,f,f,,d,u
e,7.41,s,f,y,f,a,c,w,7.11,16.1,r,,w,u,,f,f,,d,u
e,7.84,x,d,y,f,a,c,w,6.3,17.54,b,,w,u,,f,f,,d,w
e,7.02,x,s,y,f,a,c,w,6.02,14.54,u,,w,u,,f,f,,d,a
e,7.43,s,w,y,f,a,c,w,6.5,14.92,b,,w,p,,f,f,,d,u
e,5.31,x,g,y,f,a,c,w,5.67,12.71,b,,g,u,,f,f,,d,u
e,6.17,f,l,y,f,a,c,w,6.28,12.04,b,,g,p,,f,f,,d,a
e,8.33,x,s,y,f,a,c,w,6.5,15.11,b,,w,u,,f,f,,d,a
e,8.03,x,k,y,f,a,c,w,6.99,17.18,u,,g,p,,f,f,,d,a
e,6.87,x,d,y,f,a,c,w,6.54,16.25,s,,w,u,,f,f,,d,a
e,7.86,f,l,y,f,a,c,w,7.03,15.38,u,,g,u,,f,f,,d,a
e,5.8,s,w,y,f,a,c,w,6.38,15.46,s,,g,u,,f,f,,d,u
e,7.73,x,h,y,f,a,c,w,5.78,15.14,u,,w,u,,f,f,,d,a
e,6.59,s,e,y,f,a,c,w,5.33,12.56,r,,g,u,,f,f,,d,w
e,7.71,x,e,y,f,a,c,w,6.53,16.51,e,,g,u,,f,f,,d,w
e,5.83,x,w,y,f,a,c,w,5.77,12.11,u,,g,u,,f,f,,d,w
e,7.02,s,w,y,f,a,c,w,5.25,12.9,b,,w,p,,f,f,,d,w
e,8.65,s,t,y,f,a,c,w,5.49,15.3,b,,w,u,,f,f,,d,w
e,4.52,x,l,y,f,a,c,w,4.82,11.67,u,,g,p,,f,f,,d,u
e,6.27,x,h,y,f,a,c,w,6.48,15.85,z,,w,p,,f,f,,d,w
e,7.4,s,l,y,f,a,c,w,6.42,16.53,b,,g,u,,f,f,,d,u
e,7.17,f,t,y,f,a,c,w,6.41,15.02,z,,w,p,,f,f,,d,w
e,5.87,s,w,y,f,a,c,w,6.43,13.81,c,,w,p,,f,f,,d,u
e,6.52,f,l,y,f,a,c,w,5.11,12.55,z,,w,u,,f,f,,d,w
e,8.99,s,s,y,f,a,c,w,6.06,13.96,r,,w,p,,f,f,,d,u
e,5.25,f,l,y,f,a,c,w,5.42,10.14,z,,g,u,,f,f,,d,u
e,6.37,s,k,y,f,a,c,w,5.99,17.75,c,,g,u,,f,f,,d,u
e,7.77,f,d,y,f,a,c,w,5.97,15.04,s,,g,u,,f,f,,d,u
e,6.82,f,l,y,f,a,c,w,6.14,15.25,b,,w,p,,f,f,,d,u
e,6.51,s,y,y,f,a,c,w,5.33,14.72,e,,g,u,,f,f,,d,w
e,6.53,f,f,y,f,a,c,w,5.03,12.49,s,,g,p,,f,f,,d,u
e,5.5,x,w,y,f,a,c,w,5.04,13.99,z,,g,u,,f,f,,d,w
e,6.28,f,s,y,f,a,c,w,4.74,12.6,b,,g,p,,f,f,,d,a
e,5.14,f,y,y,f,a,c,w,4.89,12.31,r,,w,p,,f,f,,d,a
e,7.44,f,k,y,f,a,c,w,6.44,17.04,e,,g,u,,f,f,,d,w
e,5.19,s,s,y,f,a,c,w,4.37,11.21,b,,w,u,,f,f,,d,a
e,5.8,f,s,y,f,a,c,w,5.93,16.26,e,,w,p,,f,f,,d,u
e,6.97,s,w,y,f,a,c,w,6.12,15.57,c,,w,p,,f,f,,d,w
e,6.86,f,d,y,f,a,c,w,6.46,15.1,r,,g,u,,f,f,,d,w
e,5.79,x,y,y,f,a,c,w,4.91,12.11,z,,g,p,,f,f,,d,u
e,7.45,s,d,y,f,a,c,w,6.03,14.33,b,,g,p,,f,f,,d,a
e,7.71,x,d,y,f,a,c,w,6.07,16.47,e,,g,u,,f,f,,d,a
e,7.28,f,s,y,f,a,c,w,6.81,16.18,e,,w,u,,f,f,,d,w
e,5.14,s,f,y,f,a,c,w,5.43,13.02,c,,w,p,,f,f,,d,w
e,7.28,s,t,y,f,a,c,w,6.45,12.58,c,,w,p,,f,f,,d,a
e,7.96,f,e,y,f,a,c,w,6.41,16.7,s,,w,u,,f,f,,d,u
e,9.02,s,k,y,f,a,c,w,5.87,16.55,z,,w,p,,f,f,,d,a
e,6.94,x,k,y,f,a,c,w,5.43,14.5,b,,w,p,,f,f,,d,u
e,6.85,s,y,y,f,a,c,w,7.0,17.43,b,,g,p,,f,f,,d,w
e,6.28,x,s,y,f,a,c,w,5.62,14.66,b,,w,u,,f,f,,d,a
e,8.48,f,e,y,f,a,c,w,6.89,17.19,r,,w,u,,f,f,,d,u
e,7.19,x,y,y,f,a,c,w,6.15,15.44,b,,w,u,,f,f,,d,a
e,7.15,s,t,y,f,a,c,w,5.41,12.68,c,,w,u,,f,f,,d,w
e,5.06,s,t,y,f,a,c,w,5.29,13.1,r,,w,u,,f,f,,d,a
e,6.27,f,h,y,f,a,c,w,6.55,14.48,e,,w,p,,f,f,,d,u
e,6.97,f,f,y,f,a,c,w,5.77,14.93,u,,g,u,,f,f,,d,u
e,7.96,x,h,y,f,a,c,w,6.0,14.52,u,,w,p,,f,f,,d,w
e,5.95,f,w,y,f,a,c,w,5.08,14.74,b,,g,u,,f,f,,d,a
e,7.15,x,h,y,f,a,c,w,5.72,15.03,b,,w,p,,f,f,,d,w
e,9.18,f,f,y,f,a,c,w,6.24,15.28,z,,w,p,,f,f,,d,u
e,7.22,f,h,y,f,a,c,w,6.24,16.33,c,,g,u,,f,f,,d,w
e,6.7,s,s,y,f,a,c,w,5.84,14.17,e,,w,u,,f,f,,d,w
e,6.55,f,g,y,f,a,c,w,5.28,15.32,b,,g,p,,f,f,,d,w
e,7.79,s,h,y,f,a,c,w,6.31,16.52,u,,g,u,,f,f,,d,u
e,6.76,x,y,y,f,a,c,w,6.71,14.87,u,,w,u,,f,f,,d,u
e,7.14,x,f,y,f,a,c,w,6.14,15.95,u,,w,p,,f,f,,d,w
e,6.91,s,l,y,f,a,c,w,6.0,14.01,e,,g,u,,f,f,,d,w
e,7.37,f,d,y,f,a,c,w,6.52,14.67,z,,w,p,,f,f,,d,a
e,6.17,f,d,y,f,a,c,w,4.94,13.5,s,,g,u,,f,f,,d,u
e,7.61,f,k,y,f,a,c,w,6.2,15.8,r,,g,u,,f,f,,d,u
e,8.0,f,w,y,f,a,c,w,5.46,15.14,z,,g,p,,f,f,,d,a
e,6.22,x,f,y,f,a,c,w,5.81,14.57,z,,w,u,,f,f,,d,u
e,7.35,x,y,y,f,a,c,w,6.32,16.43,e,,w,p,,f,f,,d,a
e,6.06,x,t,y,f,a,c,w,5.26,13.8,r,,g,p,,f,f,,d,a
e,5.3,s,e,y,f,a,c,w,5.29,16.64,r,,w,u,,f,f,,d,u
e,8.36,s,t,y,f,a,c,w,6.82,15.79,e,,w,p,,f,f,,d,a
e,8.06,f,s,y,f,a,c,w,6.19,13.42,z,,w,p,,f,f,,d,a
e,6.87,s,e,y,f,a,c,w,7.25,16.77,z,,g,u,,f,f,,d,w
e,7.77,s,y,y,f,a,c,w,6.18,16.02,u,,g,u,,f,f,,d,a
e,7.91,s,y,y,f,a,c,w,6.18,17.1,c,,g,u,,f,f,,d,w
e,7.08,f,s,y,f,a,c,w,6.22,14.81,z,,g,u,,f,f,,d,u
e,7.16,x,w,y,f,a,c,w,5.11,13.37,u,,w,p,,f,f,,d,u
e,7.3,f,h,y,f,a,c,w,5.76,14.38,r,,w,p,,f,f,,d,a
e,6.93,f,w,y,f,a,c,w,6.03,15.51,r,,w,u,,f,f,,d,a
e,5.26,f,y,y,f,a,c,w,5.35,14.34,b,,w,p,,f,f,,d,u
e,6.03,x,g,y,f,a,c,w,4.99,11.59,u,,g,p,,f,f,,d,u
e,5.68,s,y,y,f,a,c,w,5.84,14.95,z,,g,u,,f,f,,d,a
e,7.58,f,s,y,f,a,c,w,6.09,13.92,s,,w,u,,f,f,,d,w
e,7.37,f,l,y,f,a,c,w,6.04,15.4,e,,g,p,,f,f,,d,a
e,6.96,s,l,y,f,a,c,w,5.96,15.2,z,,g,p,,f,f,,d,u
e,6.72,f,f,y,f,a,c,w,4.88,13.76,e,,w,u,,f,f,,d,u
e,6.02,x,t,y,f,a,c,w,5.47,15.27,s,,g,p,,f,f,,d,u
e,8.54,f,h,y,f,a,c,w,6.96,15.55,r,,w,p,,f,f,,d,u
e,6.0,x,d,y,f,a,c,w,4.78,13.18,b,,g,u,,f,f,,d,a
